template_name,template,targets,template_category,target_category,experiment,comment
gauss,"{premise} When Bolyai sent Gauss his discovery of non-Euclidean geometry, Gauss replied that he arrived at the same results 30 years ago. {hypothesis}?",negative;unclear;positive,irrelevant_gamma,reversed,sec5,
katsuobushi,"{premise} If bonito flakes boil more than a few seconds, the stock becomes too strong? {hypothesis}",true;unclear;false,irrelevant_gamma,yes-no-like,sec5,
katsuobushi,"{premise} If bonito flakes boil more than a few seconds, the stock becomes too strong? {hypothesis}",positive;unclear;negative,irrelevant_gamma,yes-no-like,sec5,
katsuobushi,"{premise} If bonito flakes boil more than a few seconds, the stock becomes too strong? {hypothesis}",right;unclear;wrong,irrelevant_gamma,yes-no-like,sec5,
katsuobushi,"{premise} If bonito flakes boil more than a few seconds, the stock becomes too strong? {hypothesis}",she;they;he,irrelevant_gamma,arbitrary,sec5,
katsuobushi,"{premise} If bonito flakes boil more than a few seconds, the stock becomes too strong? {hypothesis}",cake;equality;piano,irrelevant_gamma,arbitrary,sec5,
katsuobushi,"{premise} If bonito flakes boil more than a few seconds, the stock becomes too strong? {hypothesis}",circle;triangle;square,irrelevant_gamma,arbitrary,sec5,
katsuobushi,"{premise} If bonito flakes boil more than a few seconds, the stock becomes too strong? {hypothesis}",no;unclear;yes,irrelevant_gamma,reversed,sec5,
katsuobushi,"{premise} If bonito flakes boil more than a few seconds, the stock becomes too strong? {hypothesis}",false;unclear;true,irrelevant_gamma,reversed,sec5,
katsuobushi,"{premise} If bonito flakes boil more than a few seconds, the stock becomes too strong? {hypothesis}",negative;unclear;positive,irrelevant_gamma,reversed,sec5,
inflection,{premise} Inflections are annoying and thank god that Middle English got rid of most of them. {hypothesis}?,true;unclear;false,irrelevant_gamma,yes-no-like,sec5,
inflection,{premise} Inflections are annoying and thank god that Middle English got rid of most of them. {hypothesis}?,positive;unclear;negative,irrelevant_gamma,yes-no-like,sec5,
inflection,{premise} Inflections are annoying and thank god that Middle English got rid of most of them. {hypothesis}?,right;unclear;wrong,irrelevant_gamma,yes-no-like,sec5,
inflection,{premise} Inflections are annoying and thank god that Middle English got rid of most of them. {hypothesis}?,she;they;he,irrelevant_gamma,arbitrary,sec5,
inflection,{premise} Inflections are annoying and thank god that Middle English got rid of most of them. {hypothesis}?,cake;equality;piano,irrelevant_gamma,arbitrary,sec5,
inflection,{premise} Inflections are annoying and thank god that Middle English got rid of most of them. {hypothesis}?,circle;triangle;square,irrelevant_gamma,arbitrary,sec5,
inflection,{premise} Inflections are annoying and thank god that Middle English got rid of most of them. {hypothesis}?,no;unclear;yes,irrelevant_gamma,reversed,sec5,
inflection,{premise} Inflections are annoying and thank god that Middle English got rid of most of them. {hypothesis}?,false;unclear;true,irrelevant_gamma,reversed,sec5,
inflection,{premise} Inflections are annoying and thank god that Middle English got rid of most of them. {hypothesis}?,negative;unclear;positive,irrelevant_gamma,reversed,sec5,
euthyphro,{premise} Is the pious loved by the gods because it is pious? Or is it pious because it is loved by the gods? {hypothesis},true;unclear;false,irrelevant_gamma,yes-no-like,sec5,
euthyphro,{premise} Is the pious loved by the gods because it is pious? Or is it pious because it is loved by the gods? {hypothesis},positive;unclear;negative,irrelevant_gamma,yes-no-like,sec5,
euthyphro,{premise} Is the pious loved by the gods because it is pious? Or is it pious because it is loved by the gods? {hypothesis},right;unclear;wrong,irrelevant_gamma,yes-no-like,sec5,
euthyphro,{premise} Is the pious loved by the gods because it is pious? Or is it pious because it is loved by the gods? {hypothesis},she;they;he,irrelevant_gamma,arbitrary,sec5,
euthyphro,{premise} Is the pious loved by the gods because it is pious? Or is it pious because it is loved by the gods? {hypothesis},cake;equality;piano,irrelevant_gamma,arbitrary,sec5,
euthyphro,{premise} Is the pious loved by the gods because it is pious? Or is it pious because it is loved by the gods? {hypothesis},circle;triangle;square,irrelevant_gamma,arbitrary,sec5,
euthyphro,{premise} Is the pious loved by the gods because it is pious? Or is it pious because it is loved by the gods? {hypothesis},no;unclear;yes,irrelevant_gamma,reversed,sec5,
euthyphro,{premise} Is the pious loved by the gods because it is pious? Or is it pious because it is loved by the gods? {hypothesis},false;unclear;true,irrelevant_gamma,reversed,sec5,
euthyphro,{premise} Is the pious loved by the gods because it is pious? Or is it pious because it is loved by the gods? {hypothesis},negative;unclear;positive,irrelevant_gamma,reversed,sec5,
concat_PHM,{premise} {hypothesis},true;unclear;false,null,yes-no-like,sec5,
concat_PHM,{premise} {hypothesis},positive;unclear;negative,null,yes-no-like,sec5,
concat_PHM,{premise} {hypothesis},right;unclear;wrong,null,yes-no-like,sec5,
concat_PHM,{premise} {hypothesis},she;they;he,null,arbitrary,sec5,
concat_PHM,{premise} {hypothesis},cake;equality;piano,null,arbitrary,sec5,
concat_PHM,{premise} {hypothesis},circle;triangle;square,null,arbitrary,sec5,
concat_PHM,{premise} {hypothesis},no;unclear;yes,null,reversed,sec5,
concat_PHM,{premise} {hypothesis},false;unclear;true,null,reversed,sec5,
concat_PHM,{premise} {hypothesis},negative;unclear;positive,null,reversed,sec5,
concat_HPM,{hypothesis} {premise},true;unclear;false,null,yes-no-like,sec5,
concat_HPM,{hypothesis} {premise},positive;unclear;negative,null,yes-no-like,sec5,
concat_HPM,{hypothesis} {premise},right;unclear;wrong,null,yes-no-like,sec5,
concat_HPM,{hypothesis} {premise},she;they;he,null,arbitrary,sec5,
concat_HPM,{hypothesis} {premise},cake;equality;piano,null,arbitrary,sec5,
concat_HPM,{hypothesis} {premise},circle;triangle;square,null,arbitrary,sec5,
concat_HPM,{hypothesis} {premise},no;unclear;yes,null,reversed,sec5,
concat_HPM,{hypothesis} {premise},false;unclear;true,null,reversed,sec5,
concat_HPM,{hypothesis} {premise},negative;unclear;positive,null,reversed,sec5,
concat_PMH,{premise} {mask} {hypothesis},true;unclear;false,null,yes-no-like,encoder_only,
concat_PMH,{premise} {mask} {hypothesis},positive;unclear;negative,null,yes-no-like,encoder_only,
concat_PMH,{premise} {mask} {hypothesis},right;unclear;wrong,null,yes-no-like,encoder_only,
concat_PMH,{premise} {mask} {hypothesis},she;they;he,null,arbitrary,encoder_only,
concat_PMH,{premise} {mask} {hypothesis},cake;equality;piano,null,arbitrary,encoder_only,
concat_PMH,{premise} {mask} {hypothesis},circle;triangle;square,null,arbitrary,encoder_only,
concat_PMH,{premise} {mask} {hypothesis},no;unclear;yes,null,reversed,encoder_only,
concat_PMH,{premise} {mask} {hypothesis},false;unclear;true,null,reversed,encoder_only,
concat_PMH,{premise} {mask} {hypothesis},negative;unclear;positive,null,reversed,encoder_only,
concat_HMP,{hypothesis} {mask} {premise},true;unclear;false,null,yes-no-like,encoder_only,
concat_HMP,{hypothesis} {mask} {premise},positive;unclear;negative,null,yes-no-like,encoder_only,
concat_HMP,{hypothesis} {mask} {premise},right;unclear;wrong,null,yes-no-like,encoder_only,
concat_HMP,{hypothesis} {mask} {premise},she;they;he,null,arbitrary,encoder_only,
concat_HMP,{hypothesis} {mask} {premise},cake;equality;piano,null,arbitrary,encoder_only,
concat_HMP,{hypothesis} {mask} {premise},circle;triangle;square,null,arbitrary,encoder_only,
concat_HMP,{hypothesis} {mask} {premise},no;unclear;yes,null,reversed,encoder_only,
concat_HMP,{hypothesis} {mask} {premise},false;unclear;true,null,reversed,encoder_only,
concat_HMP,{hypothesis} {mask} {premise},negative;unclear;positive,null,reversed,encoder_only,
concat_MPH,{mask} {premise} {hypothesis},true;unclear;false,null,yes-no-like,encoder_only,
concat_MPH,{mask} {premise} {hypothesis},positive;unclear;negative,null,yes-no-like,encoder_only,
concat_MPH,{mask} {premise} {hypothesis},right;unclear;wrong,null,yes-no-like,encoder_only,
concat_MPH,{mask} {premise} {hypothesis},she;they;he,null,arbitrary,encoder_only,
concat_MPH,{mask} {premise} {hypothesis},cake;equality;piano,null,arbitrary,encoder_only,
concat_MPH,{mask} {premise} {hypothesis},circle;triangle;square,null,arbitrary,encoder_only,
concat_MPH,{mask} {premise} {hypothesis},no;unclear;yes,null,reversed,encoder_only,
concat_MPH,{mask} {premise} {hypothesis},false;unclear;true,null,reversed,encoder_only,
concat_MPH,{mask} {premise} {hypothesis},negative;unclear;positive,null,reversed,encoder_only,
concat_MHP,{mask} {hypothesis} {premise},true;unclear;false,null,yes-no-like,encoder_only,
concat_MHP,{mask} {hypothesis} {premise},positive;unclear;negative,null,yes-no-like,encoder_only,
concat_MHP,{mask} {hypothesis} {premise},right;unclear;wrong,null,yes-no-like,encoder_only,
concat_MHP,{mask} {hypothesis} {premise},she;they;he,null,arbitrary,encoder_only,
concat_MHP,{mask} {hypothesis} {premise},cake;equality;piano,null,arbitrary,encoder_only,
concat_MHP,{mask} {hypothesis} {premise},circle;triangle;square,null,arbitrary,encoder_only,
concat_MHP,{mask} {hypothesis} {premise},no;unclear;yes,null,reversed,encoder_only,
concat_MHP,{mask} {hypothesis} {premise},false;unclear;true,null,reversed,encoder_only,
concat_MHP,{mask} {hypothesis} {premise},negative;unclear;positive,null,reversed,encoder_only,
